제목,등록일,연도,출처,최신판,판수,URL,URL2,계열키
2021년 지역사회 통합건강증진사업 안내(심뇌혈관질환 예방관리),2021.02.22,2021,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227838/artclView.do,,지역사회통합건강증진사업
코로나바이러스감염증-19 감염취약시설 선제검사 안내,2021.02.19,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227837/artclView.do,,코로나바이러스감염증19감염취약시설선제검사
코로나바이러스감염증-19 의료기관 감염예방·관리(요양·정신의료기관용),2021.02.18,2021,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227835/artclView.do,,코로나바이러스감염증19의료기관감염예방관리
자가격리자 일반진료 연계 지침,2021.02.10,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227834/artclView.do,,자가격리자일반진료연계지침
코로나19 백신 보관수송 관리지침 3차 개정판,2021.02.09,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227833/artclView.do,,코로나19백신보관수송관리지침
"제1급감염병 두창, 페스트, 탄저, 보툴리눔독소증, 야토병 대응지침",2021.02.04,2021,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227831/artclView.do,,제1급감염병두창페스트탄저보툴리눔독소증야토병대응지침
제1급감염병 바이러스성출혈열 대응지침,2021.02.04,2021,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227830/artclView.do,,제1급감염병바이러스성출혈열대응지침
제1급감염병 중동호흡기증후군[MERS] 대응지침,2021.02.04,2021,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227829/artclView.do,,제1급감염병중동호흡기증후군대응지침
제1급감염병 중증급성호흡기증후군[SARS] 대응지침,2021.02.04,2021,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227828/artclView.do,,제1급감염병중증급성호흡기증후군대응지침
2021년도 바이러스성 모기매개감염병 관리지침,2021.02.04,2021,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227827/artclView.do,,바이러스성모기매개감염병관리지침
코로나바이러스감염증-19 사망자 장례비 지침,2021.01.25,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227825/artclView.do,,코로나바이러스감염증19사망자장례비지침
집단시설 내 코로나19 확진자 선별을 위한 신속항원검사 시행 방안 및 사용 안내서,2021.01.11,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227823/artclView.do,,집단시설내코로나19확진자선별을위한신속항원검사시행방안사용서
코로나바이러스감염증-19 대응 생활치료센터 운영 지침,2021.01.11,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227822/artclView.do,,코로나바이러스감염증19대응생활치료센터운영지침
2021년도 감염병 관리 사업 안내,2021.01.11,2021,KDCA게시판+감염병포털,,5,https://www.kdca.go.kr/bbs/kdca/55/227821/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20210719956366737&q_clsfNo=0,감염병관리사업
코로나19 예방을 위한 시험 방역관리 안내 지침,2021.01.05,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227820/artclView.do,,코로나19예방을위한시험방역관리지침
2021 국가결핵관리 지침,2021.01.05,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227819/artclView.do,,2021국가결핵관리지침
요양병원 등 선제 검사 관련 지침 운영안내(1-2판),2021.01.01,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227818/artclView.do,,요양병원등선제검사관련지침운영
2021년 HIV/AIDS 관리지침,2020.12.30,2021,KDCA게시판+감염병포털,,14,https://www.kdca.go.kr/bbs/kdca/55/227814/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20210105190523210&q_clsfNo=0,HIV/AIDS관리지침
2021년 영유아건강검진 검진의사 상담 매뉴얼 및 보호자용 설명서,2020.12.28,2021,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227812/artclView.do,,영유아건강검진검진의사상담매뉴얼보호자용설명서
2020-2021 감염병 역학조사 연보,2024.08.23,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/228234/artclView.do,,20202021감염병역학조사연보
2020 예방접종 후 이상반응 관리지침,2021.03.06,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227853/artclView.do,,2020예방접종후이상반응관리지침
코로나19 대응지침 의료기관용 1-2판 (2차 수정),2020.12.31,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227817/artclView.do,,코로나19대응지침의료기관용12판
코로나19 소아 자가치료 안내서,2020.12.31,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227816/artclView.do,,코로나19소아자가치료서
코로나19 확산방지를 위한 행동지침(9-3차) 및 상황별 대응 시나리오(9차),2020.12.30,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227815/artclView.do,,코로나19확산방지를위한행동지침상황별대응시나리오
법정감염병 분류체계 및 신고범위,2020.12.30,2020,감염병포털,Y,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201230171846647&q_clsfNo=0,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200922761833797&q_clsfNo=0,법정감염병분류체계신고범위
코로나바이러스감염증-19 선별진료소 운영 안내,2020.12.17,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227811/artclView.do,,코로나바이러스감염증19선별진료소운영
코로나바이러스감염증-19 치과 의료기관 감염예방관리,2020.12.17,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227810/artclView.do,,코로나바이러스감염증19치과의료기관감염예방관리
코로나바이러스감염증-19 의료기관 감염예방관리(의원급 의료기관용),2020.12.17,2020,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227809/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227775/artclView.do,코로나바이러스감염증19의료기관감염예방관리
인플루엔자 관리 가이드라인_요양시설용 알림,2020.12.16,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227808/artclView.do,,인플루엔자관리가이드라인요양시설용알림
인플루엔자 관리 가이드라인(요양기관용),2020.12.16,2020,감염병포털,Y,2,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201216887608148&q_clsfNo=0,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201125503518370&q_clsfNo=0,인플루엔자관리가이드라인
인플루엔자 관리지침,2020.12.16,2020,감염병포털,Y,3,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20201216564660779&q_clsfNo=0,,인플루엔자관리지침
임시선별검사소 설치 현황자료입니다.(1.11.기준),2020.12.14,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227807/artclView.do,,임시선별검사소설치현황자료입니다
상호주의 원칙에 따른 코로나19 격리입원치료비 지원 국가 안내(12월),2020.11.27,2020,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/227806/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227797/artclView.do,상호주의원칙에따른코로나19격리입원치료비지원국가
코로나바이러스감염증-19 진단검사비 지원 안내(8판)(보건소외 의료기관용),2020.11.27,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227805/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227804/artclView.do,코로나바이러스감염증19진단검사비지원
"인플루엔자 관리 가이드라인(어린이집, 유치원, 학교 용) 알림",2020.11.25,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227803/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227802/artclView.do,인플루엔자관리가이드라인알림
코로나19 신속항원검사 대응 및 조치 안내,2020.11.23,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227801/artclView.do,,코로나19신속항원검사대응조치
2020년도 폴리오 발생대비 및 대응 지침,2020.11.18,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227800/artclView.do,,폴리오발생대비대응지침
코로나19-인플루엔자 동시유행 대비 일반 의료기관 진료절차 안내,2020.11.13,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227799/artclView.do,,코로나19인플루엔자동시유행대비일반의료기관진료절차
2020-2021절기 인플루엔자 관리지침,2020.11.04,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227798/artclView.do,,20202021절기인플루엔자관리지침
크로이츠펠트-야콥병 안내서,2020.10.26,2020,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227796/artclView.do,,크로이츠펠트야콥병서
질병관리청 기관생명윤리위원회 표준운영지침_2020년,2020.10.15,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227795/artclView.do,,질병관리청기관생명윤리위원회표준운영지침
확진환자의 이동경로 등 정보공개 지침(1판) 안내,2020.10.08,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227794/artclView.do,,확진환자의이동경로등정보공개지침
"2020-2021절기 인플루엔자 국가예방접종 지원사업 지침(보건소용, 의료기관용)",2020.08.21,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227792/artclView.do,,20202021절기인플루엔자국가예방접종지원사업지침
코로나바이러스감염증-19 대응 집단시설·다중이용시설 소독 안내(제3-4판),2020.08.20,2020,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227791/artclView.do,,코로나바이러스감염증19대응집단시설다중이용시설소독
2020년 E형간염 관리지침,2020.07.14,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227790/artclView.do,,E형간염관리지침
확진자 정보 등 동선공개 안내(3판),2020.07.03,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227787/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227781/artclView.do,확진자정보등동선공개
2020 법정감염병 진단·신고기준,2020.07.02,2020,KDCA게시판+감염병포털,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227786/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227734/artclView.do,2020법정감염병진단신고기준
2020년도 법정감염병 진단신고기준,2020.06.29,2020,감염병포털,,7,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200629663564877&q_clsfNo=0,,법정감염병진단신고기준
요양병원 의료관련감염 예방관리 (2020년도),2020.06.25,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227785/artclView.do,,요양병원의료관련감염예방관리
코로나19 대응을 위한 방역관리자 업무 안내(20년 6월),2020.06.04,2020,KDCA게시판,,2,https://www.kdca.go.kr/bbs/kdca/55/227784/artclView.do,,코로나19대응을위한방역관리자업무
코로나바이러스감염증-19 ( 격리통지서수령증(영문판)),2020.05.21,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227783/artclView.do,,코로나바이러스감염증19)
결핵 진료지침(4판),2020.05.07,2020,KDCA게시판,Y,3,https://www.kdca.go.kr/bbs/kdca/55/227782/artclView.do,,결핵진료지침
코로나19 예방을 위한 시험 방역관리 안내,2020.04.20,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227780/artclView.do,,코로나19예방을위한시험방역관리
의료관련감염 집단발생 대응 안내,2020.04.20,2020,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227779/artclView.do,,의료관련감염집단발생대응
"코로나바이러스감염증-19 완치자 혈장채혈 지침(20.4.13 제정, 20.12.1 일부개정)",2020.04.13,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227778/artclView.do,,코로나바이러스감염증19완치자혈장채혈지침
신생아중환자실에서의 감염예방관리 지침,2020.04.06,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227777/artclView.do,,신생아중환자실에서의감염예방관리지침
2020년도 의료관련감염병 예방관리사업 지침,2020.03.23,2020,KDCA게시판,,5,https://www.kdca.go.kr/bbs/kdca/55/227776/artclView.do,,의료관련감염병예방관리사업지침
2020년 고혈압당뇨병등록관리사업 표준 실무지침,2020.03.11,2020,KDCA게시판,,12,https://www.kdca.go.kr/bbs/kdca/55/227774/artclView.do,,고혈압당뇨병등록관리사업표준실무지침
2020년 시도 심뇌혈관질환예방관리사업 안내,2020.03.11,2020,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227773/artclView.do,,시도심뇌혈관질환예방관리사업
2020년 지역사회 통합건강증진사업 안내(심뇌혈관질환예방관리),2020.03.11,2020,KDCA게시판,,11,https://www.kdca.go.kr/bbs/kdca/55/227772/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227771/artclView.do,지역사회통합건강증진사업
2020년도 C형간염 지침,2020.03.10,2020,감염병포털,Y,1,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200310245616631&q_clsfNo=0,,C형간염지침
[EBOOK]제1급감염병 중증급성호흡기증후군[SARS] 대응지침,2020.03.03,2020,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227770/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227743/artclView.do,제1급감염병중증급성호흡기증후군대응지침
[EBOOK]제1급감염병 중동호흡기증후군[MERS] 대응지침,2020.03.03,2020,KDCA게시판,,3,https://www.kdca.go.kr/bbs/kdca/55/227769/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227742/artclView.do,제1급감염병중동호흡기증후군대응지침
[EBOOK]제1급감염병 바이러스성출혈열 대응지침,2020.03.03,2020,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227768/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227745/artclView.do,제1급감염병바이러스성출혈열대응지침
"[EBOOK]제1급감염병 두창, 페스트, 탄저, 보툴리눔독소증, 야토병 대응지침",2020.03.03,2020,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227767/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227744/artclView.do,제1급감염병두창페스트탄저보툴리눔독소증야토병대응지침
[EBOOK]제1급감염병 동물인플루엔자 인체감염증 대응지침,2020.03.03,2020,KDCA게시판,,4,https://www.kdca.go.kr/bbs/kdca/55/227766/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227741/artclView.do,제1급감염병동물인플루엔자인체감염증대응지침
[EBOOK]예방접종 대상 감염병 관리 지침,2020.03.03,2020,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/227765/artclView.do,,예방접종대상감염병관리지침
(환경부) 코로나바이러스감염증-19 관련 폐기물 안전관리 특별대책 (제3판),2020.03.03,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227764/artclView.do,,코로나바이러스감염증19관련폐기물안전관리특별대책
2020년 의료관련감염병 관리지침,2020.02.26,2020,KDCA게시판,,10,https://www.kdca.go.kr/bbs/kdca/55/227763/artclView.do,,의료관련감염병관리지침
코로나바이러스감염증-19 의료기관 안내사항(2020.2.20.),2020.02.20,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227762/artclView.do,,코로나바이러스감염증19의료기관사항
코로나바이러스감염증-19 대응절차(국가지정입원치료병상용)(6판),2020.02.20,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227761/artclView.do,,코로나바이러스감염증19대응절차
2020년도 엔테로바이러스 감염증 수족구병 관리지침,2020.02.19,2020,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/227760/artclView.do,,엔테로바이러스감염증수족구병관리지침
2020년도 수인성 및 식품매개 감염병 관리지침,2020.02.19,2020,KDCA게시판+감염병포털,,9,https://www.kdca.go.kr/bbs/kdca/55/227759/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200121324417825&q_clsfNo=0,수인성식품매개감염병관리지침
2020년 한센병사업 관리지침,2020.02.18,2020,KDCA게시판,,8,https://www.kdca.go.kr/bbs/kdca/55/227758/artclView.do,,한센병사업관리지침
｢신종 코로나바이러스감염증｣ 관련 집단행사 방역관리 지침,2020.02.12,2020,KDCA게시판,Y,1,https://www.kdca.go.kr/bbs/kdca/55/227757/artclView.do,,｢신종코로나바이러스감염증｣관련집단행사방역관리지침
2020년도 호흡기감염병 관리지침,2020.02.11,2020,KDCA게시판+감염병포털,,7,https://www.kdca.go.kr/bbs/kdca/55/227756/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200213599781867&q_clsfNo=0,호흡기감염병관리지침
2020년도 수막구균 감염증 관리지침,2020.02.11,2020,KDCA게시판+감염병포털,,3,https://www.kdca.go.kr/bbs/kdca/55/227755/artclView.do,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20200213816378464&q_clsfNo=0,수막구균감염증관리지침
