제목,등록일,연도,출처,게시판,최신판,판수,URL,URL2,계열키
2006년도 결핵관리지침,2006.03.20,2006,KDCA게시판+감염병포털,지침,,8,https://www.kdca.go.kr/bbs/kdca/55/227183/artclView.do,https://www.kdca.go.kr/bbs/kdca/55/227182/artclView.do,결핵관리지침
감염병발생주보(CDWR) 9주 발간안내,2006.03.17,2006,KDCA게시판,공지사항,Y,3,https://www.kdca.go.kr/bbs/kdca/50/220305/artclView.do,,감염병발생주보9주발간
감염병발생주보(CDWR) 8주(2월보) 발간안내,2006.03.16,2006,KDCA게시판,공지사항,Y,3,https://www.kdca.go.kr/bbs/kdca/50/220304/artclView.do,,감염병발생주보8주발간
감염병발생주보(CDWR) 7주 발간안내,2006.03.06,2006,KDCA게시판,공지사항,Y,3,https://www.kdca.go.kr/bbs/kdca/50/220293/artclView.do,,감염병발생주보7주발간
감염병발생주보(CDWR) 6주 발간안내,2006.03.03,2006,KDCA게시판,공지사항,Y,3,https://www.kdca.go.kr/bbs/kdca/50/220287/artclView.do,,감염병발생주보6주발간
2006년도 학술 및 전산용역사업 편람,2006.02.23,2006,KDCA게시판,지침,,5,https://www.kdca.go.kr/bbs/kdca/55/227181/artclView.do,,학술전산용역사업편람
감염병발생주보(CDWR) 5주 발간안내,2006.02.15,2006,KDCA게시판,공지사항,Y,3,https://www.kdca.go.kr/bbs/kdca/50/220271/artclView.do,,감염병발생주보5주발간
감염병발생주보(CDWR) 4주(2006년 1월보) 발간안내,2006.02.07,2006,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/220261/artclView.do,,감염병발생주보4주발간
감염병발생주보(CDWR) 3주 발간안내,2006.02.02,2006,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/220258/artclView.do,,감염병발생주보3주발간
감염병발생주보(CDWR) 2주 발간안내,2006.01.26,2006,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/220253/artclView.do,,감염병발생주보2주발간
감염병발생주보(CDWR) 2006년 1주 발간안내,2006.01.18,2006,KDCA게시판,공지사항,Y,2,https://www.kdca.go.kr/bbs/kdca/50/220249/artclView.do,,감염병발생주보1주발간
감염병발생주보(CDWR) 53주(월보) 발간안내,2006.01.12,2006,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220244/artclView.do,,감염병발생주보53주발간
감염병 연구분야 용역사업 과제 수요조사,2006.01.12,2006,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220243/artclView.do,,감염병연구분야용역사업과제수요조사
감염병발생주보(CDWR) 52주 발간안내,2006.01.03,2006,KDCA게시판,공지사항,Y,1,https://www.kdca.go.kr/bbs/kdca/50/220236/artclView.do,,감염병발생주보52주발간
2005년 말라리아 관리지침,2019.03.13,2005,감염병포털,,,24,https://dportal.kdca.go.kr/pot/bbs/BD_selectBbs.do?q_bbsSn=1001&q_bbsDocNo=20190313622767807&q_clsfNo=0,,말라리아관리지침
